AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
HR-701 PLUS A,75,24,양**,010********,"서울특별시 강서구 허준로 47 (가양동, 가양2단지아파트)",010-4714-6000,경로당 할머니방,라디안큐바이오,성지아파트경로당,126.8464627,37.57101972
HR-701-Plus A,36,15,정**,02-******,"서울특별시 서대문구 통일로 510 (홍은동, 북한산더샵)",02-391-9903,경로당 내,라디안큐바이오,북한산더샵아파트경로당,126.9411674,37.59457019
HR-701 PLUS A,77,82,현**,010********,"서울특별시 강서구 곰달래로36길 22, 하마터경로당 (화곡동)",010-4464-0327,경로당 거실,라디안큐바이오,하마터경로당,126.8537514,37.53011025
HR-701 PLUS A,75,24,허**,010********,"서울특별시 강서구 허준로 23 (가양동, 한강아파트)",010-9395-7998,경로당 내,라디안큐바이오,한강타운아파트경로당,126.843592,37.57121146
HR-701 PLUS A,77,57,김**,010********,"서울특별시 강서구 강서로12길 15-10, 화곡경로당 (화곡동)",010-3897-3457,경로당 거실,라디안큐바이오,화곡경로당,126.8477397,37.53171716
HR-701 PLUS A,77,3,신**,010********,"서울특별시 강서구 화곡로13길 107 (화곡동, 화곡푸르지오)",010-8771-6009,경로당 거실,라디안큐바이오,화곡푸르지오아파트경로당,126.8322439,37.54724497
HR-701 PLUS A,77,26,문**,010********,"서울특별시 강서구 까치산로4길 30-21, 화촌경로당 (화곡동)",010-8684-8668,경로당 현관,라디안큐바이오,화촌경로당,126.8444981,37.54074519
HR-701 PLUS A,75,22,석**,010********,"서울특별시 강서구 양천로47길 104, 후포경로당 (마곡동)",010-3339-6147,경로당 거실,라디안큐바이오,후포경로당,126.837085,37.57493431
hr-701 plus a,30,67,김**,02-******,"서울특별시 종로구 혜화로 74, 경신중고등학교 (혜화동)",02-762-0393,본관1층 중앙현관,라디안큐바이오,경신고등학교,126.999531,37.59220227
HeartGuardian HR-701 Plus A,41,23,정**,02-*******,서울특별시 마포구 대흥로24길 50 (염리동),02-3276-1883,B1 안내데스크,라디안큐바이오,염리종합사회복지관,126.9487442,37.55463975
HR-701 Plus A,34,79,백**,02-******,"서울특별시 은평구 가좌로 195, 응암보건지소 (응암동)",23518733,1층 입구 화장실 옆,라디안,응암보건지소,126.9195084,37.58803458
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,동아리실 1층,나눔테크,명지전문대학,126.9255485,37.58431348
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,사회교육관 1층,나눔테크,명지전문대학,126.9258483,37.58450739
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,생활관 사무실,나눔테크,명지전문대학,126.9264915,37.58384556
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,공학관 1층,나눔테크,명지전문대학,126.924942,37.58505191
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,교육관 1층,나눔테크,명지전문대학,126.926602,37.58367444
NT-381.O,36,56,한**,02-******,"서울특별시 서대문구 가좌로 134, 명지전문대학 (홍은동)",02-300-1034,예체능관 1층,나눔테크,명지전문대학,126.9258998,37.58399385
HR-701 Plus A,33,47,이**,02-******,"서울특별시 은평구 연서로34길 11, 보건분소 (불광동)",02-351-8660,2층 복도,라디안,불광보건지소,126.9276913,37.62156247
HR-701 Plus A,34,14,정**,02-******,"서울특별시 은평구 연서로13길 29-7, 구산보건지소 (구산동)",23518705,1층,라디안,구산보건지소,126.9126892,37.61017852
HR-701 PLUS A,75,24,고**,010********,"서울특별시 강서구 강서로 532 (가양동, 동신아파트,대아아파트)",010-3769-5716,경로당 할머니방,라디안큐바이오,동신대아아파트경로당,126.8422775,37.57127504
HR-701 PLUS A,75,31,김**,010********,"서울특별시 강서구 허준로 209 (가양동, 가양7단지아파트)",010-3210-9008,경로당 내 거실,라디안큐바이오,가양7단지경로당,126.861588,37.56173961
HR-701 PLUS A,75,33,손**,010********,"서울특별시 강서구 허준로 176 (가양동, 가양8단지아파트)",010-8248-8476,경로당 내,라디안큐바이오,가양8단지경로당,126.8568007,37.5618458
HR-701 PLUS A,76,94,이**,010********,"서울특별시 강서구 우현로 67 (화곡동, 강서힐스테이트)",010-6802-2776,경로당 내 거실,라디안큐바이오,강서힐스테이트골든클럽,126.8372075,37.54754619
HR-701 PLUS A,75,9,이**,010********,"서울특별시 강서구 금낭화로 167 (방화동, 방화8단지개화아파트)",010-2209-3768,경로당 할머니방,라디안큐바이오,개화경로당,126.8133731,37.58095027
HR-701 PLUS A,77,19,이**,010********,"서울특별시 강서구 가로공원로77길 30, 솔뫼공원경로당 (화곡동)",010-9067-3009,경로당 내 거실,라디안큐바이오,솔뫼공원경로당,126.8386738,37.53811186
HR-701 PLUS A,77,72,김**,010********,"서울특별시 강서구 곰달래로 83-1, 예촌경로당 (화곡동)",010-2713-2805,경로당 내 거실,라디안큐바이오,구립예촌경로당,126.8419364,37.53039939
HR-701 PLUS A,77,65,황**,010********,서울특별시 강서구 가로공원로82길 44 (화곡동),010-5261-1447,경로당 내 거실,라디안큐바이오,까치산경로당,126.840412,37.53547078
HR-701 PLUS A,75,4,장**,010********,"서울특별시 강서구 개화동로13길 12-8, 내촌어르신사랑방 (개화동)",010-5297-9578,경로당 할아버지방,라디안큐바이오,내촌경로당,126.8016003,37.57746622
HR-701 PLUS A,76,45,이**,010********,"서울특별시 강서구 방화대로6길 24-3, 다솔경로당 (공항동)",010-320-6470,경로당 내 거실,라디안큐바이오,다솔경로당,126.8179212,37.55486142
HR-701 PLUS A,75,80,이**,010********,"서울특별시 강서구 강서로68길 108 (등촌동, 등촌동성아파트)",010-8960-4194,경로당 할머니방,라디안큐바이오,동성아파트동성경로당,126.8457024,37.56466725
HR-701 PLUS A,76,24,이**,010********,"서울특별시 강서구 공항대로8길 33-9, 구립동부경로당 (공항동)",010-3508-8336,경로당 방안,라디안큐바이오,동부경로당,126.8123982,37.55957489
HR-701 PLUS A,76,34,장**,010********,"서울특별시 강서구 강서로47길 108 (내발산동, 마곡수명산파크1단지아파트)",010-6268-1492,경로당 거실,라디안큐바이오,마곡수명산파크1단지경로당,126.8305342,37.55356537
HR-701 PLUS A,75,93,홍**,010********,"서울특별시 강서구 양천로30길 20, 마곡경로당 (마곡동)",010-8260-5598,경로당 내 거실,라디안큐바이오,마곡경로당,126.8225677,37.57228987
HR-701 PLUS A,75,64,박**,010********,"서울특별시 강서구 화곡로66길 186-12, 등촌경로당 (등촌동)",010-8976-3325,경로당 내,라디안큐바이오,등촌경로당,126.8627696,37.55399818
HR-701 PLUS A,75,95,염**,010********,"서울특별시 강서구 마곡서로 175 (마곡동, 마곡엠밸리4단지)",010-2738-8446,경로당 내 거실,라디안큐바이오,마곡엠밸리4단지경로당,126.8242325,37.56890813
HR-701 PLUS A,75,98,김**,010********,"서울특별시 강서구 마곡서1로 131 (마곡동, 마곡엠밸리1단지)",010-9940-2716,경로당 내,라디안큐바이오,마곡엠밸리1단지경로당,126.8183172,37.56847265
HR-701 PLUS A,76,34,황**,02-*******,"서울특별시 강서구 강서로47길 158 (내발산동, 마곡수명산파크2단지아파트)",02-3168-4791,경로당 내 거실,라디안큐바이오,마곡수명산파크2단지경로당,126.8276418,37.55385797
HR-701 PLUS A,75,9,김**,010********,"서울특별시 강서구 금낭화로23길 8 (방화동, 방화7단지동성아파트)",010-5203-1038,출입구 할머니 할아버지방,라디안큐바이오,동성경로당,126.8125928,37.5794087
HR-701 Plus A,57,63,정**,010********,"서울특별시 송파구 마천로65길 12, 마천제1경로당 (마천동)",010-7747-5539,1층 현관 앞,라디안큐바이오,마천제일경로당,127.155515,37.49245187
HR-701 Plus A,86,46,김**,010********,"서울특별시 금천구 금하로 796 (시흥동, 벽산6단지아파트)",02-808-8795,경로당 내 복도,라디안큐바이오,벽산아파트6단지경로당,126.9165259,37.44900828
HR-701 Plus A,33,7,이**,02-******,"서울특별시 은평구 대서문길 64, 북한산국립공원관리소 (진관동)",02-357-9698,북한산성분소,라디안,북한산국립공원산성분소,126.9508771,37.65419339
HR-701 Plus A,57,35,양**,02-******,"서울특별시 송파구 거마로 41 (거여동, 현대3차아파트)",02-403-7436,경로당 거실,라디안큐바이오,거여현대3차경로당,127.1448743,37.49741129
HR-701 Plus A,55,15,윤**,02-*******,"서울특별시 송파구 한가람로 468 (풍납동, 신성노바빌아파트)",02-6412-7006,입구,라디안큐바이오,신성노바빌경로당,127.1167402,37.53852214
CU-Sp1 Plus,56,98,구**,070********,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",403-8330,레드짐 사우나 여자탈의실,(주)씨유메디칼시스템,송파헬리오시티,127.1025318,37.49761457
CU-Sp1 Plus,56,98,구**,070********,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",403-8330,레드짐사우나 남자탈의실,(주)씨유메디칼시스템,송파헬리오시티,127.1025318,37.49761457
CU-Sp1 Plus,56,98,구**,070********,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",403-8330,블루짐사우나 남자탈의실,(주)씨유메디칼시스템,송파헬리오시티,127.1025318,37.49761457
CU-Sp1 Plus,56,98,구**,070********,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",403-8330,블루짐사우나 여자탈의실,(주)씨유메디칼시스템,송파헬리오시티,127.1025318,37.49761457
heart on a 15-g4,31,57,김**,010********,"서울특별시 종로구 종로5길 7, Tower 8 (청진동)",02-700-0297,24층 e/v 앞,메디아나,CJ대한통운(주)본사,126.9805599,37.5706161
heart on a 15-g4,31,57,김**,010********,"서울특별시 종로구 종로5길 7, Tower 8 (청진동)",02-700-0297,22층 e/v 앞,메디아나,CJ대한통운(주)본사,126.9805599,37.5706161
heart on a 15-g4,31,57,김**,010********,"서울특별시 종로구 종로5길 7, Tower 8 (청진동)",02-700-0297,20층 e/v 앞,메디아나,CJ대한통운(주)본사,126.9805599,37.5706161
heart on a 15-g4,31,57,김**,010********,"서울특별시 종로구 종로5길 7, Tower 8 (청진동)",02-700-0297,18층 e/v 앞,메디아나,CJ대한통운(주)본사,126.9805599,37.5706161
heart on a 15-g4,31,57,김**,010********,"서울특별시 종로구 종로5길 7, Tower 8 (청진동)",02-700-0297,16층 e/v 앞,메디아나,CJ대한통운(주)본사,126.9805599,37.5706161
HeartGuardian 701 plus A,79,46,권**,02-*******,서울특별시 양천구 목동중앙북로7가길 60 (목동),02-2654-9712,생활실,(주)라디안큐바이오,목동중앙데이케어센터,126.8644139,37.55003848
HR-701-PLUS-A,49,26,유**,010********,"서울특별시 광진구 긴고랑로22길 39-4, 한마음경로당 (중곡동)",02-444-0653,한마음경로당,라디안큐바이오,한마음경로당,127.0837001,37.55940172
HR-701,30,1,김**,02-******,서울특별시 종로구 비봉2길 80 (구기동),02-379-7043,구기탐방지원센터,라디안큐바이오,북한산국립공원구기분소,126.9612952,37.6152674
HeartOnA15-G4,34,53,최**,385*******,"서울특별시 은평구 은평로6길 16, 학교법인 신진학원 (응암동)",3853451210,신관3층 교무실,메디아나,신진과학기술고등학교,126.9188364,37.59871385
HR-701 Plus A,34,12,최**,02-******,"서울특별시 은평구 연서로 117, 예일디자인고등학교 (구산동)",02-380-0884,종합관 2층 행정실 앞,라디안,예일디자인고등학교,126.9155115,37.60959304
HR-701-Plus A,52,14,심**,02-*******,"서울특별시 강동구 아리수로98길 25 (강일동, 강일리버파크7단지아파트)",02-3427-0007,관리동 1층 경로당 내부,㈜라디안큐바이오,강일리버파크7단지,127.1782119,37.56529058
HR-701 Plus A,34,93,오**,02-******,"서울특별시 은평구 증산로5길 27-30, 증산중학교 (증산동)",23039294,교장실 앞,라디안,증산중학교,126.9057392,37.58400173
HR-701-Plus A,52,29,김**,010********,"서울특별시 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",070-7727-5165,경로당(시니어센터)남,㈜라디안큐바이오,래미안힐스테이트고덕,127.1485777,37.55768646
HR-701-Plus A,53,60,박**,02-******,"서울특별시 강동구 명일로 172 (둔촌동, 둔촌푸르지오아파트)",02-478-6156,경로당내,㈜라디안큐바이오,둔촌푸르지오아파트,127.1450708,37.53413819
HR-701-Plus A,52,29,김**,010********,"서울특별시 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",070-7727-5165,경로당(시니어센터)여,㈜라디안큐바이오,래미안힐스테이트고덕,127.1485777,37.55768646
I-PAD CU-SP1T,73,50,정**,833****,"서울특별시 영등포구 여의대방로43라길 9 (신길동, 삼환아파트)",02-833-0286,관리사무소 2층 현관,씨유메디칼,신길삼환아파트(신길7동),126.9192073,37.50844891
HR-701 Plus A,33,82,이**,02-******,"서울특별시 은평구 은평로 239, 은평초등학교 (녹번동)",23886917,본관 1층 행정실 앞,라디안,은평초등학교,126.9340336,37.60230404
HR-701 Plus A,33,42,이**,010********,"서울특별시 은평구 연서로35길 37, 연광초등학교 (불광동)",02-353-5141,1층 승강기 옆,라디안,연광초등학교,126.9243702,37.62431218
HR-701 Plus A,33,42,이**,010********,"서울특별시 은평구 연서로35길 37, 연광초등학교 (불광동)",02-353-5141,3층 승강기 옆,라디안,연광초등학교,126.924257,37.62424003
HR-501,82,26,심**,010********,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크)",02-2613-1777,5층 헬스장,라디안큐바이오,고척아이파크MD아파트,126.8575901,37.49913188
A15,61,41,최**,010********,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",02-2018-5119,23층,메디아나,현대모비스,127.0377229,37.50159765
A15,61,41,최**,010********,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",02-2018-5119,20층 중앙통로(화장실 옆),메디아나,현대모비스,127.0377229,37.50159765
A15,61,41,최**,010********,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",02-2018-5119,6층,메디아나,현대모비스,127.0377229,37.50159765
HR-701-Plus A,54,15,박**,010********,"서울특별시 강동구 아리수로93가길 70 (강일동, 강동리버스트7단지)",02-429-4321,경로당 1층 현관입구 3미터,㈜라디안큐바이오,강동리버스트7단지아파트,127.1740857,37.57033717
